t
1.568864
1.567008
1.568224
1.568768
1.570656
1.568640
1.568064
1.569344
1.568736
1.569984
1.569248
1.572896
1.568800
1.567520
1.569120
1.568352
1.568704
1.568928
1.569632
1.572768
1.567552
1.567968
1.570816
1.567136
1.568768
1.570688
1.570272
1.570912
1.570240
1.567456
1.570176
1.571584
1.568896
1.566528
1.568992
1.570560
1.568896
1.569856
1.572000
1.568064
1.570752
1.568608
1.565920
1.567104
1.572512
1.568352
1.570432
1.567104
1.569568
1.567040
1.567744
1.576032
1.567360
1.566656
1.567744
1.569024
1.567328
1.569696
1.568096
1.567488
1.567712
1.566784
1.569408
1.569408
1.572000
1.567872
1.567584
1.567296
1.569088
1.569600
1.566080
1.569856
1.568704
1.569088
1.569696
1.569920
1.571360
1.567392
1.570720
1.568992
1.570080
1.568160
1.568384
1.568768
1.567296
1.569856
1.569728
1.567136
1.567104
1.568256
1.569504
1.567264
1.569696
1.568544
1.569824
1.568704
1.570080
1.568832
1.568768
1.570496
1.567712
1.570464
1.571520
1.571008
1.568352
1.569856
1.568928
1.573568
1.566848
1.568352
1.568736
1.570336
1.569344
1.567872
1.570752
1.570272
1.568064
1.568032
1.569344
1.563136
1.568608
1.565056
1.567808
1.569056
1.567648
1.570208
1.568288
1.570176
1.569120
1.571168
1.571456
1.566816
1.569600
1.568160
1.568576
1.569408
1.571008
1.568960
1.568832
1.571744
1.569952
1.567200
1.568192
1.570240
1.569792
1.569056
1.566848
1.567680
1.570080
1.570272
1.569856
1.569504
1.570048
1.568000
1.567040
1.570080
1.570464
1.568576
1.569696
1.570656
1.568192
1.571584
1.569088
1.567712
1.567584
1.569600
1.570464
1.570624
1.570560
1.572064
1.569664
1.569120
1.569024
1.568256
1.567776
1.565696
1.567296
1.566624
1.568192
1.568960
1.569856
1.570528
1.572096
1.567200
1.568576
1.565632
1.566912
1.567936
1.568992
1.570368
1.568992
1.571424
1.568000
1.568512
1.567488
1.570688
1.567264
1.567552
1.568416
1.566240
1.568736
1.569760
1.568864
1.571520
1.568672
1.570080
1.568384
1.570400
1.568256
1.571744
1.564064
1.569440
1.567648
1.567616
1.570016
1.564768
1.568384
1.571136
1.569152
1.568960
1.569696
1.569248
1.567072
1.570368
1.568992
1.572640
1.570080
1.568704
1.568576
1.565472
1.567808
1.570016
1.569312
1.566368
1.571200
1.569472
1.568768
1.564480
1.569088
1.571744
1.569760
1.569056
1.568256
1.571872
1.569728
1.568704
1.569440
1.570976
1.569248
1.570112
1.568320
1.569824
1.572512
1.568960
1.567808
1.570112
1.570144
1.569760
1.567808
1.568928
1.570496
1.568128
1.568704
1.571936
1.568800
1.569728
1.569600
1.570368
1.570944
1.568928
1.569888
1.571488
1.570368
1.570016
1.569312
1.567232
1.570560
1.572288
1.566752
1.570080
1.567872
1.570592
1.569120
1.569184
1.567456
1.570464
1.570368
1.569728
1.570528
1.570112
1.566720
1.568704
1.568448
1.569632
1.569472
1.570848
1.569152
1.569920
1.569792
1.567392
1.567680
1.570272
1.571904
1.568384
1.571648
1.567168
1.567648
1.569504
1.570048
1.569632
1.571232
1.570880
1.567072
1.568960
1.570208
1.568416
1.566688
1.571168
1.569216
1.571360
1.576192
1.568576
1.571872
1.570336
1.566496
1.571232
1.569376
1.566112
1.571264
1.567584
1.568032
1.571008
1.566528
1.567104
1.568960
1.569952
1.569472
1.568512
1.568064
1.568352
1.568480
1.570496
1.570368
1.566208
1.565600
1.569760
1.568448
1.568160
1.572608
1.567520
1.570592
1.570944
1.572288
1.569632
1.567936
1.568608
1.567744
1.568864
1.571328
1.570592
1.569152
1.571232
1.569248
1.568640
1.569568
1.570240
1.569856
1.569024
1.567008
1.570624
1.570272
1.569376
1.567552
1.572512
1.570304
1.567744
1.571584
1.568608
1.567616
1.571168
1.569280
1.568640
1.568576
1.570272
1.571392
1.571040
1.568992
1.567680
1.568160
1.567424
1.566528
1.571936
1.567584
1.568960
1.567040
1.566560
1.567328
1.569600
1.568320
1.569472
1.569696
1.571232
1.568608
1.568032
1.567584
1.571328
1.567168
1.570432
1.570464
1.569184
1.570208
