t
0.316416
0.314912
0.313728
0.309952
0.311616
0.314432
0.309632
0.314272
0.314176
0.308928
0.318080
0.312832
0.310784
0.310880
0.314400
0.312000
0.314976
0.310944
0.315168
0.315648
0.309472
0.315456
0.314720
0.314016
0.308096
0.307648
0.315680
0.307360
0.313888
0.316320
0.309664
0.315136
0.312768
0.311136
0.309920
0.315424
0.308768
0.310272
0.313472
0.311648
0.314080
0.308096
0.316288
0.317984
0.314368
0.315904
0.308800
0.315712
0.314496
0.314976
0.319680
0.310464
0.308416
0.314976
0.308416
0.308128
0.315168
0.313824
0.315616
0.311488
0.313696
0.308608
0.311520
0.317952
0.316704
0.315008
0.316256
0.315200
0.313760
0.312800
0.311424
0.314592
0.308256
0.310976
0.314304
0.310816
0.313824
0.311008
0.309824
0.310176
0.310016
0.308608
0.313536
0.310048
0.315072
0.314496
0.320544
0.317440
0.308608
0.315424
0.315680
0.314848
0.309376
0.317344
0.311904
0.308096
0.311424
0.315776
0.317120
0.315808
0.317312
0.315968
0.317056
0.308192
0.310208
0.314304
0.309952
0.314048
0.315808
0.311104
0.308992
0.313632
0.313664
0.314880
0.315392
0.314720
0.313824
0.315808
0.323616
0.313216
0.316864
0.322560
0.310688
0.316224
0.309824
0.315616
0.315200
0.317376
0.315936
0.313376
0.314912
0.313344
0.313344
0.316928
0.317984
0.310784
0.314720
0.315232
0.311456
0.307872
0.316224
0.316256
0.306784
0.309280
0.313760
0.314144
0.313024
0.310752
0.307552
0.307904
0.312352
0.307936
0.315424
0.308608
0.308032
0.312992
0.313824
0.314400
0.311296
0.312544
0.314240
0.312928
0.314176
0.312704
0.307968
0.308128
0.311232
0.307040
0.314240
0.315648
0.307744
0.313952
0.307904
0.314048
0.312672
0.307648
0.314560
0.312896
0.315168
0.310560
0.312480
0.306976
0.312064
0.308480
0.314848
0.308864
0.314560
0.313600
0.314784
0.315296
0.314176
0.307616
0.312064
0.315328
0.310720
0.307744
0.314368
0.314816
0.313088
0.313056
0.313056
0.314112
0.311072
0.314592
0.310496
0.313088
0.307744
0.307136
0.310176
0.314816
0.305888
0.314720
0.312736
0.307936
0.307392
0.307136
0.313312
0.308544
0.316544
0.312800
0.312416
0.314624
0.313760
0.314016
0.307840
0.309056
0.308640
0.315424
0.307072
0.313120
0.314432
0.313088
0.307840
0.306976
0.315168
0.308128
0.313472
0.312320
0.312704
0.316480
0.309088
0.308576
0.313472
0.307008
0.313984
0.309984
0.312992
0.312096
0.313088
0.307392
0.311776
0.311296
0.307392
0.312864
0.308768
0.312288
0.312800
0.315360
0.311968
0.315168
0.308608
0.314400
0.313664
0.311040
0.306720
0.314944
0.312640
0.313952
0.315808
0.308736
0.309184
0.314912
0.313984
0.311936
0.307776
0.311776
0.308064
0.313376
0.308736
0.308224
0.306880
0.314048
0.314560
0.312416
0.307424
0.313344
0.312512
0.311328
0.311936
0.307808
0.315232
0.313280
0.313056
0.307136
0.308352
0.314592
0.307904
0.313408
0.308352
0.307968
0.309280
0.308768
0.307712
0.313600
0.308032
0.314144
0.311392
0.308640
0.312192
0.312320
0.314720
0.315584
0.307648
0.314784
0.307808
0.313120
0.311616
0.312384
0.314848
0.315456
0.308576
0.308224
0.313920
0.310176
0.313568
0.312608
0.307840
0.311904
0.311456
0.306240
0.309792
0.307104
0.314656
0.313632
0.313216
0.313856
0.314336
0.314400
0.312032
0.309504
0.307232
0.306752
0.308416
0.311840
0.311808
0.314496
0.314016
0.313728
0.312768
0.307264
0.312768
0.314784
0.307904
0.312640
0.307552
0.312928
0.314208
0.314720
0.314080
0.311552
0.314432
0.312224
0.308672
0.313536
0.314080
0.307936
0.308928
0.315744
0.312832
0.313824
0.315232
0.312672
0.314080
0.314432
0.307392
0.308640
0.308064
0.313216
0.312928
0.314272
0.312192
0.307168
0.309216
0.307776
0.308512
0.312800
0.313568
0.312800
0.313632
0.311616
0.307168
0.307744
0.313472
0.307872
0.314464
0.308512
0.313632
0.313568
0.310048
0.307104
0.308832
0.308672
0.314368
0.313216
0.314688
0.314336
0.314720
0.315648
0.318784
0.307008
0.313248
0.313056
0.308736
0.307520
0.308160
0.312160
0.307808
0.312864
0.308224
0.314176
0.312704
0.312736
0.307040
0.314208
0.315712
0.314432
0.306784
0.313024
0.306304
0.312512
0.315456
0.312416
0.311008
0.315552
0.309376
0.310784
0.309088
0.308416
0.315840
0.314304
0.313632
0.309696
0.310016
0.313440
0.314048
0.321600
0.307776
0.312608
0.312192
0.313056
0.314976
0.313024
0.307264
0.306528
0.311904
0.311584
0.315424
0.309984
0.310720
0.314112
0.308960
0.312672
0.308800
0.312640
0.313120
0.307936
0.315424
0.307744
0.307168
0.310432
0.308640
0.307104
0.307008
0.313984
0.308096
0.309632
0.306976
0.310048
0.312192
0.307840
0.308384
0.307328
0.306592
0.307776
0.309056
0.312672
0.315840
0.314112
0.314592
0.312960
0.315520
0.309664
0.312864
0.308352
0.311872
0.307648
0.306816
0.308672
0.308576
0.312544
0.312480
0.312704
0.310880
0.308576
0.312416
0.307072
0.314400
0.307552
0.310528
0.314080
0.315200
0.312960
0.314368
0.314208
0.314976
0.308064
0.312256
0.307840
0.313248
0.308640
0.308000
0.313184
0.313408
0.313216
0.306496
0.321824
0.308160
0.307040
0.307936
0.311232
0.312544
0.313664
0.306848
0.307424
0.307776
0.322048
0.307200
0.307328
0.308800
0.315040
0.311968
0.308160
0.308864
0.309024
0.312352
0.315168
0.307584
0.307808
0.309120
0.309536
0.307456
0.316128
0.307904
0.312032
0.307584
0.314880
0.309280
0.312832
0.314112
0.308192
0.313088
0.313280
0.313056
0.306720
0.313952
0.313248
0.312832
0.309600
0.312800
0.307968
0.314688
0.307360
0.312096
0.309376
0.309760
0.309536
0.311584
0.306688
0.312000
0.308128
0.313696
0.308896
0.308096
0.314176
0.307904
0.314496
0.307808
0.315904
0.308544
0.313152
0.309824
0.311808
0.314592
0.308288
0.310784
0.307680
0.306944
0.313632
0.310560
0.312096
0.312224
0.313632
0.313920
0.324224
0.315488
0.312384
0.315840
0.310560
0.314112
0.306944
0.315936
0.312448
0.316160
0.311968
0.312960
0.312064
0.311904
0.314592
0.310560
0.314368
0.314944
0.314240
0.308608
0.315328
0.313024
0.315872
0.307072
0.306016
0.315040
0.313472
0.314752
0.313856
0.314912
0.315200
0.308928
0.314432
0.316000
0.312800
0.313312
0.312960
0.309920
0.314688
0.313088
0.312672
0.311104
0.308704
0.312448
0.313632
0.314176
0.306880
0.307328
0.309888
0.313088
0.313696
0.312896
0.312064
0.312736
0.314016
0.313568
0.314304
0.308576
0.310720
0.312448
0.312000
0.312928
0.306176
0.314080
0.313664
0.306816
0.306976
0.308640
0.313504
0.311968
0.307488
0.314944
0.315488
0.308704
0.314848
0.313824
0.308800
0.315712
0.308864
0.313600
0.307552
0.312768
0.314112
0.307680
0.313440
0.308896
0.308032
0.312288
0.313984
0.312320
0.311840
0.313952
0.309728
0.307904
0.311808
0.310368
0.308032
0.307040
0.307456
0.308096
0.307104
0.307328
0.312224
0.308480
0.312288
0.309152
0.311584
0.313952
0.311616
0.309376
0.315008
0.313888
0.305920
0.316096
0.308032
0.307968
